Data Peserta Didik Kec. Alang-Alang Lebar - Dapodikdasmen;;;;;;;;;;;;;
No;Nama Sekolah;NPSN;BP;Status;Last Sync;Jml Sync;PD;Rombel;Guru;Pegawai;R. Kelas;R. Lab;R. Perpus
1;SD NEGERI 237 PALEMBANG;10604271;SD;Negeri;07 Mar 2026 08:11:30;8;102;6;7;4;6;0;1
2;SD NEGERI 238 PALEMBANG;10609400;SD;Negeri;04 Mar 2026 10:06:19;62;588;19;24;6;6;0;1
3;SD NEGERI 239 PALEMBANG;10604270;SD;Negeri;07 Mar 2026 10:58:50;9;226;10;17;3;7;0;0
4;SD NEGERI 240 PALEMBANG;10604265;SD;Negeri;03 Mar 2026 10:24:04;31;538;19;25;4;7;0;1
5;SD NEGERI 241 PALEMBANG;10604276;SD;Negeri;11 Mar 2026 12:13:25;27;908;26;33;6;10;1;1
6;SD NEGERI 242 PALEMBANG;10604277;SD;Negeri;07 Mar 2026 09:40:10;21;665;19;18;3;8;0;1
7;SD NEGERI 243 PALEMBANG;10609403;SD;Negeri;12 Mar 2026 11:37:54;63;1,371;37;34;3;15;0;1
8;SD NEGERI 244 PALEMBANG;10609770;SD;Negeri;12 Mar 2026 12:08:00;50;1,056;27;34;3;16;0;1
9;SD BINA POTENSI PALEMBANG;10647818;SD;Swasta;03 Mar 2026 14:21:05;15;44;6;9;2;6;1;1
10;SD IGNATIUS GLOBAL SCHOOL CITRAGRAND CITY;69883476;SD;Swasta;03 Mar 2026 10:51:13;45;105;6;9;2;6;0;1
11;SD ISLAM FATIMAH PALEMBANG;10609880;SD;Swasta;11 Mar 2026 12:03:15;61;539;20;31;6;17;0;1
12;SD ISLAM KHALIFAH ANNIZAM PALEMBANG;69906037;SD;Swasta;11 Mar 2026 13:28:27;21;362;20;14;6;20;2;1
13;SD IT FATHONA PALEMBANG;69726537;SD;Swasta;07 Mar 2026 21:02:45;22;268;10;18;4;11;1;0
14;SD KARYA DHARMA BHAKTI 2 PALEMBANG;10609914;SD;Swasta;25 Feb 2026 11:46:49;56;299;13;10;3;8;1;1
15;SD PALM KIDS PALEMBANG;10609461;SD;Swasta;06 Mar 2026 09:00:09;24;294;14;17;2;34;0;0
16;SD PLUS INDO GLOBAL MANDIRI PALEMBANG;10610115;SD;Swasta;11 Mar 2026 07:29:56;107;481;23;37;2;25;2;1
17;SD SAINS ALUMNIKA PALEMBANG;69990267;SD;Swasta;09 Feb 2026 10:26:01;7;48;2;2;1;2;0;1
18;SMP NEGERI 19 PALEMBANG;10603755;SMP;Negeri;09 Mar 2026 17:54:28;61;1,049;35;57;11;35;3;1
19;SMP NEGERI 52 PALEMBANG;10603752;SMP;Negeri;05 Mar 2026 11:27:14;85;1,009;31;56;11;18;2;1
20;SMP NEGERI 54 PALEMBANG;10603750;SMP;Negeri;12 Mar 2026 14:03:07;44;873;27;45;12;27;2;1
21;SMP NEGERI 55 PALEMBANG;10603749;SMP;Negeri;04 Mar 2026 08:53:56;42;702;23;48;11;22;1;1
22;SMP IT AL FURQON PALEMBANG;10646288;SMP;Swasta;06 Mar 2026 10:59:23;26;358;12;23;1;14;3;1
23;SMP IT FATHONA PALEMBANG;69960773;SMP;Swasta;03 Mar 2026 10:45:47;28;54;3;6;2;3;1;1
24;SMP KARYA DHARMA BHAKTI PALEMBANG;10609524;SMP;Swasta;04 Mar 2026 12:47:48;19;86;3;2;1;3;2;1
25;SMP LTI INDO GLOBAL MANDIRI PALEMBANG;10604532;SMP;Swasta;04 Mar 2026 13:23:54;71;252;9;25;5;13;3;1
26;SMP PGRI 06 PALEMBANG;10609569;SMP;Swasta;05 Mar 2026 09:19:58;23;56;3;8;2;6;3;1
27;SMP TIARA NUSANTARA PALEMBANG;69974762;SMP;Swasta;03 Mar 2026 12:12:33;10;25;3;8;1;3;3;1
28;SMA NEGERI 22 PALEMBANG;10647682;SMA;Negeri;13 Mar 2026 10:45:15;54;1,064;31;66;7;31;7;1
29;SMA IT AL FURQON PALEMBANG;10648903;SMA;Swasta;12 Mar 2026 10:41:48;37;137;7;17;5;8;5;1
30;SMA LTI IGM PALEMBANG;10609652;SMA;Swasta;13 Mar 2026 07:47:20;157;240;11;34;2;18;7;1
31;SMK AISYIYAH BID KEAHLIAN FARMASI PALEMBANG;10647807;SMK;Swasta;04 Mar 2026 11:58:20;162;250;9;24;11;9;4;1
32;SLB AUTIS TALANG KELAPA;69934410;SLB;Swasta;02 Mar 2026 10:53:15;10;65;13;11;6;7;0;1
33;SLB BINA POTENSI PALEMBANG;69830701;SLB;Swasta;11 Mar 2026 22:03:50;16;38;9;10;2;9;0;0
Total;Total;Total;Total;Total;Total;1,474;14,152;506;779;150;430;54;29
